make_name,make_name_normalized,model_name,model_name_normalized,model_year,trim_name,trim_name_normalized,body_type_raw,body_type_normalized,transmission_raw,transmission_normalized,msrp_base_candidate,source_row_count,source_mmr_median,source_sellingprice_median,source_vin_sample,placeholder_image_url,needs_enrichment,enrichment_missing_fields,selection_status,selection_reason,variant_sort_order,fuel_type,engine,drivetrain,doors,seats,horsepower,cylinders,engine_displacement_cc,transmission_detail,mpg_city,mpg_highway,mpg_combined,body_class_refined,compare_confidence_notes,enrichment_status,enrichment_confidence,source_used,match_key_used,enrichment_notes,ready_for_import
Ram,ram,1500,1500,2014,SLT,slt,Quad Cab,pickup,automatic,Automatic,25400,519,25400.0,25000,1c6rr6gt0es298441,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Full-size pickup alternative with solid row count.,1,Gasoline,5.7L 8-cyl,Two-Wheel Drive (4x2),,,,8.0,5700.0,Automatic 6-spd,14,20,16,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ram,ram,1500,1500,2013,Tradesman,tradesman,Crew Cab,pickup,automatic,Automatic,23500,483,23500.0,23500,1c6rr6fg7ds549863,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Full-size pickup alternative with solid row count.,2,Gasoline,3.6L 6-cyl FFV,Two-Wheel Drive (4x2),,,283.0,6.0,3600.0,Automatic 8-spd,17,25,20,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ram,ram,1500,1500,2012,ST,st,Quad Cab,pickup,automatic,Automatic,18450,354,18450.0,18400,1c6rd6fp5cs281716,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Full-size pickup alternative with solid row count.,3,Gasoline,4.7L 8-cyl FFV,Two-Wheel Drive (4x2),,,,8.0,4700.0,Automatic 6-spd,14,20,16,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2).,partial,low,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,Only partial structured alignment was available Seats not available from the structured VIN sample. Manual review recommended before any future import.,True
Subaru,subaru,Forester,forester,2015,2.5i Premium PZEV,2 5i premium pzev,SUV,suv,automatic,Automatic,23500,180,23500.0,23500,jf2sjadc0fh405187,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Practical AWD crossover with enough clean variants.,1,Gasoline,2.5L 4-cyl,All-Wheel Drive,4.0,,,4.0,2500.0,Continuously Variable Transmission (CVT),24,31,27,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Subaru,subaru,Forester,forester,2014,2.5i Premium PZEV,2 5i premium pzev,SUV,suv,automatic,Automatic,21800,111,21800.0,21600,jf2sjacc0eg410377,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Practical AWD crossover with enough clean variants.,2,Gasoline,2.5L 4-cyl,All-Wheel Drive,4.0,,,4.0,2500.0,Manual/Standard 6-speed,24,31,27,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Subaru,subaru,Forester,forester,2011,2.5X Premium,2 5x premium,SUV,suv,automatic,Automatic,17050,65,17050.0,16600,jf2shadc8bh783859,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Practical AWD crossover with enough clean variants.,3,Gasoline,2.5L 4-cyl,All-Wheel Drive,4.0,,,4.0,2500.0,Automatic 4-speed,21,26,23,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Subaru,subaru,Outback,outback,2014,2.5i Premium PZEV,2 5i premium pzev,Wagon,wagon,automatic,Automatic,22500,328,22500.0,22700,4s4brbcc5e3278703,/placeholders/catalog/wagon.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Wagon/crossover-style entry that broadens body-style diversity.,1,Gasoline,2.5L 4-cyl,All-Wheel Drive,4.0,,,4.0,2500.0,Continuously Variable Transmission (CVT),24,32,27,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Subaru,subaru,Outback,outback,2014,2.5i Limited PZEV,2 5i limited pzev,Wagon,wagon,automatic,Automatic,25700,138,25700.0,26000,4s4brbkc0e3231208,/placeholders/catalog/wagon.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Wagon/crossover-style entry that broadens body-style diversity.,2,Gasoline,2.5L 4-cyl,All-Wheel Drive,4.0,,,4.0,2500.0,Continuously Variable Transmission (CVT),24,32,27,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Subaru,subaru,Outback,outback,2011,2.5i Premium,2 5i premium,Wagon,wagon,automatic,Automatic,14725,58,14725.0,14850,4s4brbbc0b3399345,/placeholders/catalog/wagon.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Wagon/crossover-style entry that broadens body-style diversity.,3,Gasoline,2.5L 4-cyl,All-Wheel Drive,5.0,,,4.0,2500.0,Continuously Variable Transmission (CVT),20,26,22,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,4Runner,4runner,2011,SR5,sr5,SUV,suv,automatic,Automatic,23500,103,23500.0,23600,jtebu5jr8b5054963,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Distinct SUV profile that adds rugged utility to the seed mix.,1,Gasoline,4.0L V6,Four-Wheel Drive (4x4),5.0,,270.0,6.0,4000.0,Automatic (S5),17,23,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,4Runner,4runner,2005,SR5,sr5,SUV,suv,automatic,Automatic,7600,94,7600.0,7300,jtebt14r758026503,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Distinct SUV profile that adds rugged utility to the seed mix.,2,Gasoline,4.7L V8,Four-Wheel Drive (4x4),5.0,,227.0,8.0,4663.0,Automatic 5-spd (CLKUP),15,18,16,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,4Runner,4runner,2006,SR5,sr5,SUV,suv,automatic,Automatic,9675,85,9675.0,9500,jtebt14r268036485,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Distinct SUV profile that adds rugged utility to the seed mix.,3,Gasoline,4.7L V8,Four-Wheel Drive (4x4),5.0,,227.0,8.0,4663.0,Automatic 5-spd (CLKUP),15,18,16,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Camry,camry,2014,SE,se,Sedan,sedan,automatic,Automatic,16350,1639,16350.0,16200,4t1bf1fk0eu748619,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-volume midsize sedan with strong pricing signal and broad compare relevance.,1,Gasoline,2.5L I4,Two-Wheel Drive (4x2),4.0,,268.0,4.0,2500.0,Automatic (S6),25,34,28,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Camry,camry,2014,LE,le,Sedan,sedan,automatic,Automatic,15250,1296,15250.0,15100,4t1bf1fk6eu405815,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-volume midsize sedan with strong pricing signal and broad compare relevance.,2,Gasoline,2.5L I4,Two-Wheel Drive (4x2),4.0,,268.0,4.0,2500.0,Automatic (S6),25,34,28,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Camry,camry,2012,LE,le,Sedan,sedan,automatic,Automatic,12850,1221,12850.0,12800,4t1bf1fk8cu030085,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-volume midsize sedan with strong pricing signal and broad compare relevance.,3,Gasoline,2.5L I4,Two-Wheel Drive (4x2),4.0,,178.0,4.0,2500.0,Automatic (S6),24,34,28,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Corolla,corolla,2013,LE,le,Sedan,sedan,automatic,Automatic,11200,1083,11200.0,11100,2t1bu4ee1dc020083,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Mainstream compact sedan with strong market familiarity and clean transaction volume.,1,Gasoline,1.8L I4,Two-Wheel Drive (4x2),4.0,,132.0,4.0,1798.0,Automatic 4-spd,26,33,29,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Corolla,corolla,2014,LE,le,Sedan,sedan,automatic,Automatic,13350,682,13350.0,12800,5yfburhe2ep088581,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Mainstream compact sedan with strong market familiarity and clean transaction volume.,2,Gasoline,1.8L I4,Two-Wheel Drive (4x2),4.0,,132.0,4.0,1798.0,Automatic 4-spd,27,35,30,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Corolla,corolla,2012,LE,le,Sedan,sedan,automatic,Automatic,10000,673,10000.0,10000,2t1bu4ee4cc800822,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Mainstream compact sedan with strong market familiarity and clean transaction volume.,3,Gasoline,1.8L I4,Two-Wheel Drive (4x2),4.0,,132.0,4.0,1798.0,Automatic 4-spd,26,34,29,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Highlander,highlander,2012,Base,base,SUV,suv,automatic,Automatic,22000,259,22000.0,21800,5tdbk3eh2cs105644,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family-focused crossover with strong marketplace relevance.,1,Gasoline,3.5L V6,Four-Wheel Drive (4x4),5.0,,231.0,6.0,3456.0,Automatic (S5),18,24,20,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Highlander,highlander,2012,Limited,limited,SUV,suv,automatic,Automatic,27200,158,27200.0,27000,5tddk3eh2cs124106,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family-focused crossover with strong marketplace relevance.,2,Gasoline,3.5L V6,Four-Wheel Drive (4x4),5.0,,231.0,6.0,3456.0,Automatic (S5),18,24,20,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Highlander,highlander,2003,Base,base,SUV,suv,automatic,Automatic,5338,138,5338.0,5250,jtegd21a030060513,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family-focused crossover with strong marketplace relevance.,3,Gasoline,2.4L I4,Two-Wheel Drive (4x2),4.0,,155.0,4.0,2362.0,Automatic 4-spd (CLKUP),19,25,22,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Prius,prius,2013,Two,two,Hatchback,hatchback,automatic,Automatic,14550,301,14550.0,14500,jtdkn3du5d1680244,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Recognizable hybrid nameplate that will be useful for later efficiency-focused compares.,1,Hybrid,1.8L I4,Two-Wheel Drive (4x2),,,,4.0,1800.0,Automatic (variable gear ratios),49,46,48,Hatchback/Liftback/Notchback,Fuel type grounded as Hybrid. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Prius,prius,2011,Three,three,Hatchback,hatchback,automatic,Automatic,13200,281,13200.0,13200,jtdkn3duxb0293448,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Recognizable hybrid nameplate that will be useful for later efficiency-focused compares.,2,Hybrid,1.8L I4,Two-Wheel Drive (4x2),5.0,,,4.0,1800.0,Automatic (variable gear ratios),49,46,48,Hatchback/Liftback/Notchback,Fuel type grounded as Hybrid. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Prius,prius,2012,Three,three,Hatchback,hatchback,automatic,Automatic,13750,260,13750.0,13625,jtdkn3du5c5469553,/placeholders/catalog/hatchback.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Recognizable hybrid nameplate that will be useful for later efficiency-focused compares.,3,Hybrid,1.8L I4,Two-Wheel Drive (4x2),5.0,,98.0,4.0,1800.0,Automatic (variable gear ratios),49,46,48,Hatchback/Liftback/Notchback,Fuel type grounded as Hybrid. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,RAV4,rav4,2012,Base,base,SUV,suv,automatic,Automatic,14750,659,14750.0,14700,2t3bf4dv6cw203933,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-demand compact SUV with broad trim coverage.,1,Gasoline,2.5L I4,Four-Wheel Drive (4x4),5.0,,179.0,4.0,2500.0,Automatic 4-spd,21,28,24,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,RAV4,rav4,2011,Base,base,SUV,suv,automatic,Automatic,14600,577,14600.0,14600,2t3bf4dv3bw169514,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-demand compact SUV with broad trim coverage.,2,Gasoline,2.5L I4,Four-Wheel Drive (4x4),5.0,,179.0,4.0,2500.0,Automatic 4-spd,21,28,24,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,RAV4,rav4,2013,LE,le,SUV,suv,automatic,Automatic,16900,424,16900.0,16700,2t3bfrev1dw028679,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-demand compact SUV with broad trim coverage.,3,Gasoline,2.5L I4,Four-Wheel Drive (4x4),5.0,,176.0,4.0,2500.0,Automatic (S6),23,30,26,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Sienna,sienna,2013,LE 7-Passenger Mobility Auto Access,le 7 passenger mobility auto access,Minivan,mpv,automatic,Automatic,17350,395,17350.0,17100,5tdkk3dc1ds356744,/placeholders/catalog/mpv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family minivan anchor with useful pricing signal.,1,Gasoline,3.5L V6,Two-Wheel Drive (4x2),5.0,,266.0,6.0,3456.0,Automatic (S6),18,25,21,Minivan,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Sienna,sienna,2014,LE 7-Passenger Mobility Auto Access,le 7 passenger mobility auto access,Minivan,mpv,automatic,Automatic,22200,303,22200.0,22200,5tdkk3dc6es447218,/placeholders/catalog/mpv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family minivan anchor with useful pricing signal.,2,Gasoline,3.5L V6,Two-Wheel Drive (4x2),5.0,,295.0,6.0,3500.0,Automatic (S6),18,25,21,Minivan,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Sienna,sienna,2012,LE 8-Passenger,le 8 passenger,Minivan,mpv,automatic,Automatic,17050,206,17050.0,17000,5tdka3dc7cs011073,/placeholders/catalog/mpv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family minivan anchor with useful pricing signal.,3,Gasoline,2.7L I4,Two-Wheel Drive (4x2),5.0,,187.0,4.0,2700.0,Automatic (S6),19,24,21,Minivan,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Tacoma,tacoma,2013,V6,v6,Double Cab,pickup,automatic,Automatic,27500,165,27500.0,27200,3tmlu4en1dm105288,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Mid-size pickup that improves truck segment diversity.,1,Gasoline,4.0L V6,Four-Wheel Drive (4x4),,,236.0,6.0,4000.0,Automatic 5-spd,17,21,19,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Tacoma,tacoma,2013,PreRunner V6,prerunner v6,Double Cab,pickup,automatic,Automatic,24700,94,24700.0,24225,3tmju4gn2dm147442,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Mid-size pickup that improves truck segment diversity.,2,Gasoline,4.0L V6,Two-Wheel Drive (4x2),,,236.0,6.0,4000.0,Automatic 5-spd,17,21,19,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Toyota,toyota,Tacoma,tacoma,2011,V6,v6,Double Cab,pickup,automatic,Automatic,23800,91,23800.0,23600,3tmmu4fn1bm026025,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Mid-size pickup that improves truck segment diversity.,3,Gasoline,4.0L V6,Rear-Wheel Drive,,,236.0,6.0,4000.0,Automatic 5-spd,17,21,18,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Rear-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Volkswagen,volkswagen,Jetta,jetta,2012,SE PZEV,se pzev,Sedan,sedan,automatic,Automatic,10100,436,10100.0,9800,3vwdp7aj2cm350726,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Recognizable compact sedan with enough clean rows to seed safely.,1,Gasoline,2.5L 5-cyl,Front-Wheel Drive,4.0,,170.0,5.0,2480.0,Automatic,24,31,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Volkswagen,volkswagen,Jetta,jetta,2013,SE PZEV,se pzev,Sedan,sedan,automatic,Automatic,11350,393,11350.0,11200,3vwbp7aj3dm397899,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Recognizable compact sedan with enough clean rows to seed safely.,2,Gasoline,2.5L 5-cyl,Front-Wheel Drive,4.0,,,5.0,2480.0,Manual/Standard 5-speed,24,31,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Volkswagen,volkswagen,Jetta,jetta,2014,SE PZEV,se pzev,Sedan,sedan,automatic,Automatic,12400,350,12400.0,11900,3vwd17aj5em262726,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Recognizable compact sedan with enough clean rows to seed safely.,3,Diesel,1.8L 4-cyl Turbo,Front-Wheel Drive,4.0,,170.0,4.0,1798.0,Automatic,29,37,32,Sedan/Saloon,Fuel type grounded as Diesel. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
